Attribute1	Attribute2	Attribute3	Attribute4	Attribute5	Attribute6	Attribute7	Attribute8	Attribute9	Attribute10	Attribute11	Attribute12	Attribute13	Attribute14	Attribute15	Attribute16	Attribute17	Attribute18	Attribute19	Attribute20	Label	Id
A14	33	A33	A49	2764	A61	A73	2	A92	A101	2	A123	26	A143	A152	2	A173	1	A192	A201	1	10569
A14	24	A33	A41	4679	A61	A74	3	A93	A101	3	A123	35	A143	A152	2	A172	1	A192	A201	1	10570
A12	24	A32	A43	3092	A62	A72	3	A94	A101	2	A123	22	A143	A151	1	A173	1	A192	A201	2	10571
A11	6	A32	A46	448	A61	A72	4	A92	A101	4	A122	23	A143	A152	1	A173	1	A191	A201	2	10572
A11	9	A32	A40	654	A61	A73	4	A93	A101	3	A123	28	A143	A152	1	A172	1	A191	A201	2	10573
A14	6	A32	A48	1238	A65	A71	4	A93	A101	4	A122	36	A143	A152	1	A174	2	A192	A201	1	10574
A12	18	A34	A43	1245	A61	A73	4	A94	A101	2	A123	33	A143	A152	1	A173	1	A191	A201	2	10575
A11	18	A30	A42	3114	A61	A72	1	A92	A101	4	A122	26	A143	A151	1	A173	1	A191	A201	2	10576
A14	39	A32	A41	2569	A63	A73	4	A93	A101	4	A123	24	A143	A152	1	A173	1	A191	A201	1	10577
A13	24	A32	A43	5152	A61	A74	4	A93	A101	2	A123	25	A141	A152	1	A173	1	A191	A201	1	10578
A12	12	A32	A49	1037	A62	A74	3	A93	A101	4	A121	39	A143	A152	1	A172	1	A191	A201	1	10579
A11	15	A34	A42	1478	A61	A75	4	A93	A101	4	A123	44	A143	A152	2	A173	2	A192	A201	1	10580
A12	12	A34	A43	3573	A61	A73	1	A92	A101	1	A121	23	A143	A152	1	A172	1	A191	A201	1	10581
A12	24	A32	A40	1201	A61	A72	4	A93	A101	1	A122	26	A143	A152	1	A173	1	A191	A201	1	10582
A11	30	A32	A42	3622	A64	A75	4	A92	A101	4	A122	57	A143	A151	2	A173	1	A192	A201	1	10583
A14	15	A33	A42	960	A64	A74	3	A92	A101	2	A122	30	A143	A152	2	A173	1	A191	A201	1	10584
A14	12	A34	A40	1163	A63	A73	4	A93	A101	4	A121	44	A143	A152	1	A173	1	A192	A201	1	10585
A12	6	A33	A40	1209	A61	A71	4	A93	A101	4	A122	47	A143	A152	1	A174	1	A192	A201	2	10586
A14	12	A32	A43	3077	A61	A73	2	A93	A101	4	A123	52	A143	A152	1	A173	1	A192	A201	1	10587
A14	24	A32	A40	3757	A61	A75	4	A92	A102	4	A124	62	A143	A153	1	A173	1	A192	A201	1	10588
A14	10	A32	A40	1418	A62	A73	3	A93	A101	2	A121	35	A143	A151	1	A172	1	A191	A202	1	10589
A14	6	A32	A40	3518	A61	A73	2	A93	A103	3	A122	26	A143	A151	1	A173	1	A191	A201	1	10590
A14	12	A34	A43	1934	A61	A75	2	A93	A101	2	A124	26	A143	A152	2	A173	1	A191	A201	1	10591
A12	27	A30	A49	8318	A61	A75	2	A92	A101	4	A124	42	A143	A153	2	A174	1	A192	A201	2	10592
A14	6	A34	A43	1237	A62	A73	1	A92	A101	1	A122	27	A143	A152	2	A173	1	A191	A201	1	10593
A12	6	A32	A43	368	A65	A75	4	A93	A101	4	A122	38	A143	A152	1	A173	1	A191	A201	1	10594
A11	12	A34	A40	2122	A61	A73	3	A93	A101	2	A121	39	A143	A151	2	A172	2	A191	A202	1	10595
A11	24	A32	A42	2996	A65	A73	2	A94	A101	4	A123	20	A143	A152	1	A173	1	A191	A201	2	10596
A12	36	A32	A42	9034	A62	A72	4	A93	A102	1	A124	29	A143	A151	1	A174	1	A192	A201	2	10597
A14	24	A34	A42	1585	A61	A74	4	A93	A101	3	A122	40	A143	A152	2	A173	1	A191	A201	1	10598
A12	18	A32	A43	1301	A61	A75	4	A94	A103	2	A121	32	A143	A152	1	A172	1	A191	A201	1	10599
A13	6	A34	A40	1323	A62	A75	2	A91	A101	4	A123	28	A143	A152	2	A173	2	A192	A201	1	10600
A11	24	A32	A40	3123	A61	A72	4	A92	A101	1	A122	27	A143	A152	1	A173	1	A191	A201	2	10601
A11	36	A32	A41	5493	A61	A75	2	A93	A101	4	A124	42	A143	A153	1	A173	2	A191	A201	1	10602
A13	9	A32	A43	1126	A62	A75	2	A91	A101	4	A121	49	A143	A152	1	A173	1	A191	A201	1	10603
A12	24	A34	A43	1216	A62	A72	4	A93	A101	4	A124	38	A141	A152	2	A173	2	A191	A201	2	10604
A11	24	A32	A40	1207	A61	A72	4	A92	A101	4	A122	24	A143	A151	1	A173	1	A191	A201	2	10605
A14	10	A32	A40	1309	A65	A73	4	A93	A103	4	A122	27	A143	A152	1	A172	1	A191	A201	2	10606
A13	15	A34	A41	2360	A63	A73	2	A93	A101	2	A123	36	A143	A152	1	A173	1	A192	A201	1	10607
A12	15	A31	A40	6850	A62	A71	1	A93	A101	2	A122	34	A143	A152	1	A174	2	A192	A201	2	10608
A14	24	A32	A43	1413	A61	A73	4	A94	A101	2	A122	28	A143	A152	1	A173	1	A191	A201	1	10609
A14	39	A32	A41	8588	A62	A75	4	A93	A101	2	A123	45	A143	A152	1	A174	1	A192	A201	1	10610
A11	12	A32	A40	759	A61	A74	4	A93	A101	2	A121	26	A143	A152	1	A173	1	A191	A201	2	10611
A14	36	A32	A41	4686	A61	A73	2	A93	A101	2	A124	32	A143	A153	1	A174	1	A192	A201	1	10612
A13	15	A32	A49	2687	A61	A74	2	A93	A101	4	A122	26	A143	A151	1	A173	1	A192	A201	1	10613
A12	12	A33	A43	585	A61	A73	4	A94	A102	4	A121	20	A143	A151	2	A173	1	A191	A201	1	10614
A14	24	A32	A40	2255	A65	A72	4	A93	A101	1	A122	54	A143	A152	1	A173	1	A191	A201	1	10615
A11	6	A34	A40	609	A61	A74	4	A92	A101	3	A122	37	A143	A152	2	A173	1	A191	A202	1	10616
A11	6	A34	A40	1361	A61	A72	2	A93	A101	4	A121	40	A143	A152	1	A172	2	A191	A202	1	10617
A14	36	A34	A42	7127	A61	A72	2	A92	A101	4	A122	23	A143	A151	2	A173	1	A192	A201	2	10618
A11	6	A32	A40	1203	A62	A75	3	A93	A101	2	A122	43	A143	A152	1	A173	1	A192	A201	1	10619
A14	6	A34	A43	700	A65	A75	4	A93	A101	4	A124	36	A143	A153	2	A173	1	A191	A201	1	10620
A14	24	A34	A45	5507	A61	A75	3	A93	A101	4	A124	44	A143	A153	2	A173	1	A191	A201	1	10621
A11	18	A32	A43	3190	A61	A73	2	A92	A101	2	A121	24	A143	A152	1	A173	1	A191	A201	2	10622
A11	48	A30	A42	7119	A61	A73	3	A93	A101	4	A124	53	A143	A153	2	A173	2	A191	A201	2	10623
A14	24	A32	A41	3488	A62	A74	3	A92	A101	4	A123	23	A143	A152	1	A173	1	A191	A201	1	10624
A12	18	A32	A43	1113	A61	A73	4	A92	A103	4	A121	26	A143	A152	1	A172	2	A191	A201	1	10625
A12	26	A32	A41	7966	A61	A72	2	A93	A101	3	A123	30	A143	A152	2	A173	1	A191	A201	1	10626
A14	15	A34	A46	1532	A62	A73	4	A92	A101	3	A123	31	A143	A152	1	A173	1	A191	A201	1	10627
A14	4	A34	A43	1503	A61	A74	2	A93	A101	1	A121	42	A143	A152	2	A172	2	A191	A201	1	10628
A11	36	A32	A43	2302	A61	A73	4	A91	A101	4	A123	31	A143	A151	1	A173	1	A191	A201	2	10629
A11	6	A32	A40	662	A61	A72	3	A93	A101	4	A121	41	A143	A152	1	A172	2	A192	A201	1	10630
A12	36	A32	A46	2273	A61	A74	3	A93	A101	1	A123	32	A143	A152	2	A173	2	A191	A201	1	10631
A12	15	A32	A40	2631	A62	A73	2	A92	A101	4	A123	28	A143	A151	2	A173	1	A192	A201	2	10632
A14	12	A33	A41	1503	A61	A73	4	A94	A101	4	A121	41	A143	A151	1	A173	1	A191	A201	1	10633
A14	24	A32	A43	1311	A62	A74	4	A94	A101	3	A122	26	A143	A152	1	A173	1	A192	A201	1	10634
A14	24	A32	A43	3105	A65	A72	4	A93	A101	2	A123	25	A143	A152	2	A173	1	A191	A201	1	10635
A13	21	A34	A46	2319	A61	A72	2	A91	A101	1	A123	33	A143	A151	1	A173	1	A191	A201	2	10636
A11	6	A32	A40	1374	A65	A71	4	A92	A101	3	A122	75	A143	A152	1	A174	1	A192	A201	1	10637
A12	18	A34	A42	3612	A61	A75	3	A92	A101	4	A122	37	A143	A152	1	A173	1	A192	A201	1	10638
A11	48	A32	A40	7763	A61	A75	4	A93	A101	4	A124	42	A141	A153	1	A174	1	A191	A201	2	10639
A13	18	A32	A42	3049	A61	A72	1	A92	A101	1	A122	45	A142	A152	1	A172	1	A191	A201	1	10640
A12	12	A32	A43	1534	A61	A72	1	A94	A101	1	A121	23	A143	A151	1	A173	1	A191	A201	2	10641
A14	24	A33	A40	2032	A61	A75	4	A93	A101	4	A124	60	A143	A153	2	A173	1	A192	A201	1	10642
A11	30	A32	A42	6350	A65	A75	4	A93	A101	4	A122	31	A143	A152	1	A173	1	A191	A201	2	10643
A13	18	A32	A42	2864	A61	A73	2	A93	A101	1	A121	34	A143	A152	1	A172	2	A191	A201	2	10644
A14	12	A34	A40	1255	A61	A75	4	A93	A101	4	A121	61	A143	A152	2	A172	1	A191	A201	1	10645
A11	24	A33	A40	1333	A61	A71	4	A93	A101	2	A121	43	A143	A153	2	A173	2	A191	A201	2	10646
A14	24	A34	A40	2022	A61	A73	4	A92	A101	4	A123	37	A143	A152	1	A173	1	A192	A201	1	10647
A14	24	A32	A43	1552	A61	A74	3	A93	A101	1	A123	32	A141	A152	1	A173	2	A191	A201	1	10648
A11	12	A31	A43	626	A61	A73	4	A92	A101	4	A121	24	A141	A152	1	A172	1	A191	A201	2	10649
A14	48	A34	A41	8858	A65	A74	2	A93	A101	1	A124	35	A143	A153	2	A173	1	A192	A201	1	10650
A14	12	A34	A45	996	A65	A74	4	A92	A101	4	A121	23	A143	A152	2	A173	1	A191	A201	1	10651
A14	6	A31	A43	1750	A63	A75	2	A93	A101	4	A122	45	A141	A152	1	A172	2	A191	A201	1	10652
A11	48	A32	A43	6999	A61	A74	1	A94	A103	1	A121	34	A143	A152	2	A173	1	A192	A201	2	10653
A12	12	A34	A40	1995	A62	A72	4	A93	A101	1	A123	27	A143	A152	1	A173	1	A191	A201	1	10654
A12	9	A32	A46	1199	A61	A74	4	A92	A101	4	A122	67	A143	A152	2	A174	1	A192	A201	1	10655
A12	12	A32	A43	1331	A61	A72	2	A93	A101	1	A123	22	A142	A152	1	A173	1	A191	A201	2	10656
A12	18	A30	A40	2278	A62	A72	3	A92	A101	3	A123	28	A143	A152	2	A173	1	A191	A201	2	10657
A14	21	A30	A40	5003	A65	A73	1	A92	A101	4	A122	29	A141	A152	2	A173	1	A192	A201	2	10658
A11	24	A31	A42	3552	A61	A74	3	A93	A101	4	A123	27	A141	A152	1	A173	1	A191	A201	2	10659
A12	18	A34	A42	1928	A61	A72	2	A93	A101	2	A121	31	A143	A152	2	A172	1	A191	A201	2	10660
A11	24	A32	A41	2964	A65	A75	4	A93	A101	4	A124	49	A141	A153	1	A173	2	A192	A201	1	10661
A11	24	A31	A43	1546	A61	A74	4	A93	A103	4	A123	24	A141	A151	1	A172	1	A191	A201	2	10662
A13	6	A33	A43	683	A61	A72	2	A92	A101	1	A122	29	A141	A152	1	A173	1	A191	A201	1	10663
A12	36	A32	A40	12389	A65	A73	1	A93	A101	4	A124	37	A143	A153	1	A173	1	A192	A201	2	10664
A12	24	A33	A49	4712	A65	A73	4	A93	A101	2	A122	37	A141	A152	2	A174	1	A192	A201	1	10665
A12	24	A33	A43	1553	A62	A74	3	A92	A101	2	A122	23	A143	A151	2	A173	1	A192	A201	1	10666
A11	12	A32	A40	1372	A61	A74	2	A91	A101	3	A123	36	A143	A152	1	A173	1	A191	A201	2	10667
A14	24	A34	A43	2578	A64	A75	2	A93	A101	2	A123	34	A143	A152	1	A173	1	A191	A201	1	10668
A12	48	A32	A43	3979	A65	A74	4	A93	A101	1	A123	41	A143	A152	2	A173	2	A192	A201	1	10669
A11	48	A32	A43	6758	A61	A73	3	A92	A101	2	A123	31	A143	A152	1	A173	1	A192	A201	2	10670
A11	24	A32	A42	3234	A61	A72	4	A92	A101	4	A121	23	A143	A151	1	A172	1	A192	A201	2	10671
A14	30	A34	A43	5954	A61	A74	3	A93	A102	2	A123	38	A143	A152	1	A173	1	A191	A201	1	10672
A14	24	A32	A41	5433	A65	A71	2	A92	A101	4	A122	26	A143	A151	1	A174	1	A192	A201	1	10673
A11	15	A32	A49	806	A61	A73	4	A92	A101	4	A122	22	A143	A152	1	A172	1	A191	A201	1	10674
A12	9	A32	A43	1082	A61	A75	4	A93	A101	4	A123	27	A143	A152	2	A172	1	A191	A201	1	10675
A14	15	A34	A42	2788	A61	A74	2	A92	A102	3	A123	24	A141	A152	2	A173	1	A191	A201	1	10676
A12	12	A32	A43	2930	A61	A74	2	A92	A101	1	A121	27	A143	A152	1	A173	1	A191	A201	1	10677
A14	24	A34	A46	1927	A65	A73	3	A92	A101	2	A123	33	A143	A152	2	A173	1	A192	A201	1	10678
A12	36	A34	A40	2820	A61	A72	4	A91	A101	4	A123	27	A143	A152	2	A173	1	A191	A201	2	10679
A14	24	A32	A48	937	A61	A72	4	A94	A101	3	A123	27	A143	A152	2	A172	1	A191	A201	1	10680
A12	18	A34	A40	1056	A61	A75	3	A93	A103	3	A121	30	A141	A152	2	A173	1	A191	A201	2	10681
A12	12	A34	A40	3124	A61	A72	1	A93	A101	3	A121	49	A141	A152	2	A172	2	A191	A201	1	10682
A14	9	A32	A42	1388	A61	A73	4	A92	A101	2	A121	26	A143	A151	1	A173	1	A191	A201	1	10683
A12	36	A32	A45	2384	A61	A72	4	A93	A101	1	A124	33	A143	A151	1	A172	1	A191	A201	2	10684
A14	12	A32	A40	2133	A65	A75	4	A92	A101	4	A124	52	A143	A153	1	A174	1	A192	A201	1	10685
A11	18	A32	A42	2039	A61	A73	1	A92	A101	4	A121	20	A141	A151	1	A173	1	A191	A201	2	10686
A11	9	A34	A40	2799	A61	A73	2	A93	A101	2	A121	36	A143	A151	2	A173	2	A191	A201	1	10687
A11	12	A32	A42	1289	A61	A73	4	A93	A103	1	A122	21	A143	A152	1	A172	1	A191	A201	1	10688
A11	18	A32	A44	1217	A61	A73	4	A94	A101	3	A121	47	A143	A152	1	A172	1	A192	A201	2	10689
A11	12	A34	A42	2246	A61	A75	3	A93	A101	3	A122	60	A143	A152	2	A173	1	A191	A201	2	10690
A11	12	A34	A43	385	A61	A74	4	A92	A101	3	A121	58	A143	A152	4	A172	1	A192	A201	1	10691
A12	24	A33	A40	1965	A65	A73	4	A92	A101	4	A123	42	A143	A151	2	A173	1	A192	A201	1	10692
A14	21	A32	A49	1572	A64	A75	4	A92	A101	4	A121	36	A141	A152	1	A172	1	A191	A201	1	10693
A12	24	A32	A40	2718	A61	A73	3	A92	A101	4	A122	20	A143	A151	1	A172	1	A192	A201	2	10694
A11	24	A31	A410	1358	A65	A75	4	A93	A101	3	A123	40	A142	A152	1	A174	1	A192	A201	2	10695
A12	6	A31	A40	931	A62	A72	1	A92	A101	1	A122	32	A142	A152	1	A172	1	A191	A201	2	10696
A11	24	A32	A40	1442	A61	A74	4	A92	A101	4	A123	23	A143	A151	2	A173	1	A191	A201	2	10697
A12	24	A30	A49	4241	A61	A73	1	A93	A101	4	A121	36	A143	A152	3	A172	1	A192	A201	2	10698
A14	18	A34	A40	2775	A61	A74	2	A93	A101	2	A122	31	A141	A152	2	A173	1	A191	A201	2	10699
A14	24	A33	A49	3863	A61	A73	1	A93	A101	2	A124	32	A143	A153	1	A173	1	A191	A201	1	10700
A12	7	A32	A43	2329	A61	A72	1	A92	A103	1	A121	45	A143	A152	1	A173	1	A191	A201	1	10701
A12	9	A32	A42	918	A61	A73	4	A92	A101	1	A122	30	A143	A152	1	A173	1	A191	A201	2	10702
A12	24	A31	A46	1837	A61	A74	4	A92	A101	4	A124	34	A141	A153	1	A172	1	A191	A201	2	10703
A14	36	A32	A42	3349	A61	A73	4	A92	A101	2	A123	28	A143	A152	1	A174	1	A192	A201	2	10704
A13	10	A32	A42	1275	A61	A72	4	A92	A101	2	A122	23	A143	A152	1	A173	1	A191	A201	1	10705
A11	24	A31	A42	2828	A63	A73	4	A93	A101	4	A121	22	A142	A152	1	A173	1	A192	A201	1	10706
A14	24	A34	A49	4526	A61	A73	3	A93	A101	2	A121	74	A143	A152	1	A174	1	A192	A201	1	10707
A12	36	A32	A43	2671	A62	A73	4	A92	A102	4	A124	50	A143	A153	1	A173	1	A191	A201	2	10708
A14	18	A32	A43	2051	A61	A72	4	A93	A101	1	A121	33	A143	A152	1	A173	1	A191	A201	1	10709
A14	15	A32	A41	1300	A65	A75	4	A93	A101	4	A124	45	A141	A153	1	A173	2	A191	A201	1	10710
A11	12	A32	A44	741	A62	A71	4	A92	A101	3	A122	22	A143	A152	1	A173	1	A191	A201	2	10711
A13	10	A32	A40	1240	A62	A75	1	A92	A101	4	A124	48	A143	A153	1	A172	2	A191	A201	2	10712
A11	21	A32	A43	3357	A64	A72	4	A92	A101	2	A123	29	A141	A152	1	A173	1	A191	A201	1	10713
A11	24	A31	A41	3632	A61	A73	1	A92	A103	4	A123	22	A141	A151	1	A173	1	A191	A202	1	10714
A14	18	A33	A42	1808	A61	A74	4	A92	A101	1	A121	22	A143	A152	1	A173	1	A191	A201	2	10715
A12	48	A30	A49	12204	A65	A73	2	A93	A101	2	A123	48	A141	A152	1	A174	1	A192	A201	1	10716
A12	60	A33	A43	9157	A65	A73	2	A93	A101	2	A124	27	A143	A153	1	A174	1	A191	A201	1	10717
A11	6	A34	A40	3676	A61	A73	1	A93	A101	3	A121	37	A143	A151	3	A173	2	A191	A201	1	10718
A12	30	A32	A42	3441	A62	A73	2	A92	A102	4	A123	21	A143	A151	1	A173	1	A191	A201	2	10719
A14	12	A32	A40	640	A61	A73	4	A91	A101	2	A121	49	A143	A152	1	A172	1	A191	A201	1	10720
A12	21	A34	A49	3652	A61	A74	2	A93	A101	3	A122	27	A143	A152	2	A173	1	A191	A201	1	10721
A14	18	A34	A40	1530	A61	A73	3	A93	A101	2	A122	32	A141	A152	2	A173	1	A191	A201	2	10722
A14	48	A32	A49	3914	A65	A73	4	A91	A101	2	A121	38	A141	A152	1	A173	1	A191	A201	2	10723
A11	12	A32	A42	1858	A61	A72	4	A92	A101	1	A123	22	A143	A151	1	A173	1	A191	A201	1	10724
A11	18	A32	A43	2600	A61	A73	4	A93	A101	4	A124	65	A143	A153	2	A173	1	A191	A201	2	10725
A14	15	A32	A43	1979	A65	A75	4	A93	A101	2	A123	35	A143	A152	1	A173	1	A191	A201	1	10726
A13	6	A32	A42	2116	A61	A73	2	A93	A101	2	A121	41	A143	A152	1	A173	1	A192	A201	1	10727
A12	9	A31	A40	1437	A62	A74	2	A93	A101	3	A124	29	A143	A152	1	A173	1	A191	A201	2	10728
A14	42	A34	A42	4042	A63	A73	4	A93	A101	4	A121	36	A143	A152	2	A173	1	A192	A201	1	10729
A14	9	A32	A46	3832	A65	A75	1	A93	A101	4	A121	64	A143	A152	1	A172	1	A191	A201	1	10730
A11	24	A32	A43	3660	A61	A73	2	A92	A101	4	A123	28	A143	A152	1	A173	1	A191	A201	1	10731
A11	18	A31	A42	1553	A61	A73	4	A93	A101	3	A123	44	A141	A152	1	A173	1	A191	A201	2	10732
A12	15	A32	A43	1444	A65	A72	4	A93	A101	1	A122	23	A143	A152	1	A173	1	A191	A201	1	10733
A14	9	A32	A42	1980	A61	A72	2	A92	A102	2	A123	19	A143	A151	2	A173	1	A191	A201	2	10734
A12	24	A32	A40	1355	A61	A72	3	A92	A101	4	A123	25	A143	A152	1	A172	1	A192	A201	2	10735
A14	12	A32	A46	1393	A61	A75	4	A93	A101	4	A122	47	A141	A152	3	A173	2	A192	A201	1	10736
A14	24	A32	A43	1376	A63	A74	4	A92	A101	1	A123	28	A143	A152	1	A173	1	A191	A201	1	10737
A14	60	A33	A43	15653	A61	A74	2	A93	A101	4	A123	21	A143	A152	2	A173	1	A192	A201	1	10738
A14	12	A32	A43	1493	A61	A72	4	A92	A101	3	A123	34	A143	A152	1	A173	2	A191	A201	1	10739
A11	42	A33	A43	4370	A61	A74	3	A93	A101	2	A122	26	A141	A152	2	A173	2	A192	A201	2	10740
A11	18	A32	A46	750	A61	A71	4	A92	A101	1	A121	27	A143	A152	1	A171	1	A191	A201	2	10741
A12	15	A32	A45	1308	A61	A75	4	A93	A101	4	A123	38	A143	A152	2	A172	1	A191	A201	1	10742
A14	15	A32	A46	4623	A62	A73	3	A93	A101	2	A122	40	A143	A152	1	A174	1	A192	A201	2	10743
A14	24	A34	A43	1851	A61	A74	4	A94	A103	2	A123	33	A143	A152	2	A173	1	A192	A201	1	10744
A11	18	A34	A43	1880	A61	A74	4	A94	A101	1	A122	32	A143	A152	2	A174	1	A192	A201	1	10745
A14	36	A33	A49	7980	A65	A72	4	A93	A101	4	A123	27	A143	A151	2	A173	1	A192	A201	2	10746
A11	30	A30	A42	4583	A61	A73	2	A91	A103	2	A121	32	A143	A152	2	A173	1	A191	A201	1	10747
A14	12	A32	A40	1386	A63	A73	2	A92	A101	2	A122	26	A143	A152	1	A173	1	A191	A201	2	10748
A13	24	A32	A40	947	A61	A74	4	A93	A101	3	A124	38	A141	A153	1	A173	2	A191	A201	2	10749
A11	12	A32	A46	684	A61	A73	4	A93	A101	4	A123	40	A143	A151	1	A172	2	A191	A201	2	10750
A11	48	A32	A46	7476	A61	A74	4	A93	A101	1	A124	50	A143	A153	1	A174	1	A192	A201	1	10751
A12	12	A32	A42	1922	A61	A73	4	A93	A101	2	A122	37	A143	A152	1	A172	1	A191	A201	2	10752
A11	24	A32	A40	2303	A61	A75	4	A93	A102	1	A121	45	A143	A152	1	A173	1	A191	A201	2	10753
A12	36	A33	A40	8086	A62	A75	2	A93	A101	4	A123	42	A143	A152	4	A174	1	A192	A201	2	10754
A14	24	A34	A41	2346	A61	A74	4	A93	A101	3	A123	35	A143	A152	2	A173	1	A192	A201	1	10755
A11	14	A32	A40	3973	A61	A71	1	A93	A101	4	A124	22	A143	A153	1	A173	1	A191	A201	1	10756
A12	12	A32	A40	888	A61	A75	4	A93	A101	4	A123	41	A141	A152	1	A172	2	A191	A201	2	10757
A14	48	A32	A43	10222	A65	A74	4	A93	A101	3	A123	37	A142	A152	1	A173	1	A192	A201	1	10758
A12	30	A30	A49	4221	A61	A73	2	A92	A101	1	A123	28	A143	A152	2	A173	1	A191	A201	1	10759
A12	18	A34	A42	6361	A61	A75	2	A93	A101	1	A124	41	A143	A152	1	A173	1	A192	A201	1	10760
A13	12	A32	A43	1297	A61	A73	3	A94	A101	4	A121	23	A143	A151	1	A173	1	A191	A201	1	10761
A11	12	A32	A40	900	A65	A73	4	A94	A101	2	A123	23	A143	A152	1	A173	1	A191	A201	2	10762
A14	21	A32	A42	2241	A61	A75	4	A93	A101	2	A121	50	A143	A152	2	A173	1	A191	A201	1	10763
A12	6	A33	A42	1050	A61	A71	4	A93	A101	1	A122	35	A142	A152	2	A174	1	A192	A201	1	10764
A13	6	A34	A46	1047	A61	A73	2	A92	A101	4	A122	50	A143	A152	1	A172	1	A191	A201	1	10765
A14	24	A34	A410	6314	A61	A71	4	A93	A102	2	A124	27	A141	A152	2	A174	1	A192	A201	1	10766
A12	30	A31	A42	3496	A64	A73	4	A93	A101	2	A123	34	A142	A152	1	A173	2	A192	A201	1	10767
A14	48	A31	A49	3609	A61	A73	1	A92	A101	1	A121	27	A142	A152	1	A173	1	A191	A201	1	10768
A11	12	A34	A40	4843	A61	A75	3	A93	A102	4	A122	43	A143	A151	2	A173	1	A192	A201	2	10769
A13	30	A34	A43	3017	A61	A75	4	A93	A101	4	A122	47	A143	A152	1	A173	1	A191	A201	1	10770
A14	24	A34	A49	4139	A62	A73	3	A93	A101	3	A122	27	A143	A152	2	A172	1	A192	A201	1	10771
A14	36	A32	A49	5742	A62	A74	2	A93	A101	2	A123	31	A143	A152	2	A173	1	A192	A201	1	10772
A14	60	A32	A40	10366	A61	A75	2	A93	A101	4	A122	42	A143	A152	1	A174	1	A192	A201	1	10773
A14	6	A34	A40	2080	A63	A73	1	A94	A101	2	A123	24	A143	A152	1	A173	1	A191	A201	1	10774
A14	21	A33	A49	2580	A63	A72	4	A93	A101	2	A121	41	A141	A152	1	A172	2	A191	A201	2	10775
A14	30	A34	A43	4530	A61	A74	4	A92	A101	4	A123	26	A143	A151	1	A174	1	A192	A201	1	10776
A14	24	A34	A42	5150	A61	A75	4	A93	A101	4	A123	33	A143	A152	1	A173	1	A192	A201	1	10777
A12	72	A32	A43	5595	A62	A73	2	A94	A101	2	A123	24	A143	A152	1	A173	1	A191	A201	2	10778
A11	24	A32	A43	2384	A61	A75	4	A93	A101	4	A121	64	A141	A151	1	A172	1	A191	A201	1	10779
A14	18	A32	A43	1453	A61	A72	3	A92	A101	1	A121	26	A143	A152	1	A173	1	A191	A201	1	10780
A14	6	A32	A46	1538	A61	A72	1	A92	A101	2	A124	56	A143	A152	1	A173	1	A191	A201	1	10781
A14	12	A32	A43	2279	A65	A73	4	A93	A101	4	A124	37	A143	A153	1	A173	1	A192	A201	1	10782
A14	15	A33	A43	1478	A61	A73	4	A94	A101	3	A121	33	A141	A152	2	A173	1	A191	A201	1	10783
A14	24	A34	A43	5103	A61	A72	3	A94	A101	3	A124	47	A143	A153	3	A173	1	A192	A201	1	10784
A12	36	A33	A49	9857	A62	A74	1	A93	A101	3	A122	31	A143	A152	2	A172	2	A192	A201	1	10785
A14	60	A32	A40	6527	A65	A73	4	A93	A101	4	A124	34	A143	A153	1	A173	2	A192	A201	1	10786
A13	10	A34	A43	1347	A65	A74	4	A93	A101	2	A122	27	A143	A152	2	A173	1	A192	A201	1	10787
A12	36	A33	A40	2862	A62	A75	4	A93	A101	3	A124	30	A143	A153	1	A173	1	A191	A201	1	10788
A14	9	A32	A43	2753	A62	A75	3	A93	A102	4	A123	35	A143	A152	1	A173	1	A192	A201	1	10789
A11	12	A32	A40	3651	A64	A73	1	A93	A101	3	A122	31	A143	A152	1	A173	2	A191	A201	1	10790
A11	15	A34	A42	975	A61	A73	2	A91	A101	3	A122	25	A143	A152	2	A173	1	A191	A201	1	10791
A12	15	A32	A45	2631	A62	A73	3	A92	A101	2	A121	25	A143	A152	1	A172	1	A191	A201	1	10792
A12	24	A32	A43	2896	A62	A72	2	A93	A101	1	A123	29	A143	A152	1	A173	1	A191	A201	1	10793
A11	6	A34	A40	4716	A65	A72	1	A93	A101	3	A121	44	A143	A152	2	A172	2	A191	A201	1	10794
A14	24	A32	A43	2284	A61	A74	4	A93	A101	2	A123	28	A143	A152	1	A173	1	A192	A201	1	10795
A14	6	A32	A41	1236	A63	A73	2	A93	A101	4	A122	50	A143	A151	1	A173	1	A191	A201	1	10796
A12	12	A32	A43	1103	A61	A74	4	A93	A103	3	A121	29	A143	A152	2	A173	1	A191	A202	1	10797
A14	12	A34	A40	926	A61	A71	1	A92	A101	2	A122	38	A143	A152	1	A171	1	A191	A201	1	10798
A14	18	A34	A43	1800	A61	A73	4	A93	A101	2	A123	24	A143	A152	2	A173	1	A191	A201	1	10799
A13	15	A32	A46	1905	A61	A75	4	A93	A101	4	A123	40	A143	A151	1	A174	1	A192	A201	1	10800
A14	12	A32	A42	1123	A63	A73	4	A92	A101	4	A123	29	A143	A151	1	A172	1	A191	A201	2	10801
A11	48	A34	A41	6331	A61	A75	4	A93	A101	4	A124	46	A143	A153	2	A173	1	A192	A201	2	10802
A13	24	A32	A43	1377	A62	A75	4	A92	A101	2	A124	47	A143	A153	1	A173	1	A192	A201	1	10803
